Unnamed: 0,JSON-index,JSON-ID,chan_name,event_time,pass_step1,pass_step2
1577,1577,11042,B'1- SNR 0dB - #23,111.308105,False,False
1578,1578,11054,B'1- SNR 0dB - #24,23.558594,False,False
1579,1579,11063,B'1- SNR 0dB - #24,49.324707,True,True
1580,1580,11064,B'1- SNR 0dB - #24,52.427734,False,False
1581,1581,11077,B'1- SNR 0dB - #24,89.352051,False,False
1582,1582,11078,B'1- SNR 0dB - #24,92.021484,False,False
1583,1583,11086,B'1- SNR 0dB - #24,115.69043,True,False
1584,1584,11092,B'1- SNR 0dB - #25,13.445313,False,False
1585,1585,11101,B'1- SNR 0dB - #25,40.223633,False,False
1586,1586,11109,B'1- SNR 0dB - #25,61.745605,False,False
1587,1587,11112,B'1- SNR 0dB - #25,70.743652,False,False
1588,1588,11118,B'1- SNR 0dB - #25,87.629883,False,False
1589,1589,11119,B'1- SNR 0dB - #25,90.473633,False,True
1590,1590,11141,B'1- SNR 0dB - #26,32.746582,False,False
1591,1591,11144,B'1- SNR 0dB - #26,40.724121,False,False
1592,1592,11145,B'1- SNR 0dB - #26,43.149902,False,False
1593,1593,11155,B'1- SNR 0dB - #26,72.543457,False,False
1594,1594,11161,B'1- SNR 0dB - #26,90.523926,False,False
1595,1595,11162,B'1- SNR 0dB - #26,93.55957,False,False
1596,1596,11174,B'1- SNR 0dB - #27,6.60791,False,False
1597,1597,11179,B'1- SNR 0dB - #27,21.358398,False,False
1598,1598,11184,B'1- SNR 0dB - #27,34.807129,True,True
1599,1599,11191,B'1- SNR 0dB - #27,55.701172,False,True
1600,1600,11193,B'1- SNR 0dB - #27,60.659668,False,False
1601,1601,11213,B'1- SNR 0dB - #27,119.0,False,False
1602,1602,11217,B'1- SNR 0dB - #28,10.42041,False,False
1603,1603,11223,B'1- SNR 0dB - #28,27.114746,False,False
1604,1604,11248,B'1- SNR 0dB - #28,100.439453,False,False
1605,1605,11249,B'1- SNR 0dB - #28,103.05957,True,False
1606,1606,11250,B'1- SNR 0dB - #28,105.106445,False,False
1607,1607,11252,B'1- SNR 0dB - #28,110.651367,False,False
1608,1608,11256,B'1- SNR 0dB - #29,1.0,True,False
1609,1609,11265,B'1- SNR 0dB - #29,25.403809,False,False
1610,1610,11274,B'1- SNR 0dB - #29,51.947754,False,False
1611,1611,11275,B'1- SNR 0dB - #29,55.233398,False,False
1612,1612,11289,B'1- SNR 0dB - #29,94.926758,False,False
1613,1613,11292,B'1- SNR 0dB - #29,104.083008,False,False
1614,1614,11302,B'1- SNR 0dB - #30,11.893066,False,False
1615,1615,11306,B'1- SNR 0dB - #30,22.744629,False,False
1616,1616,11323,B'1- SNR 0dB - #30,72.289551,False,False
1617,1617,11327,B'1- SNR 0dB - #30,84.584961,True,False
1618,1618,11336,B'1- SNR 0dB - #30,111.973145,False,False
1619,1619,11338,B'1- SNR 0dB - #30,116.724609,False,True
1620,1620,11344,B'1- SNR 5dB - #1,11.898926,True,True
1621,1621,11357,B'1- SNR 5dB - #1,48.966309,True,True
1622,1622,11360,B'1- SNR 5dB - #1,57.350586,True,True
1623,1623,11367,B'1- SNR 5dB - #1,77.509277,True,True
1624,1624,11369,B'1- SNR 5dB - #1,83.106934,True,True
1625,1625,11370,B'1- SNR 5dB - #1,85.493164,True,True
1626,1626,11391,B'1- SNR 5dB - #2,27.570313,True,True
1627,1627,11399,B'1- SNR 5dB - #2,51.999512,True,True
1628,1628,11411,B'1- SNR 5dB - #2,84.516113,True,True
1629,1629,11417,B'1- SNR 5dB - #2,102.615723,True,True
1630,1630,11419,B'1- SNR 5dB - #2,107.651367,False,True
1631,1631,11420,B'1- SNR 5dB - #2,110.664063,False,False
1632,1632,11429,B'1- SNR 5dB - #3,15.304688,False,True
1633,1633,11430,B'1- SNR 5dB - #3,18.426758,True,True
1634,1634,11431,B'1- SNR 5dB - #3,21.633789,True,True
1635,1635,11433,B'1- SNR 5dB - #3,27.206543,True,False
1636,1636,11439,B'1- SNR 5dB - #3,43.097168,True,True
1637,1637,11462,B'1- SNR 5dB - #3,110.446777,False,True
1638,1638,11466,B'1- SNR 5dB - #4,1.0,True,True
1639,1639,11475,B'1- SNR 5dB - #4,26.080566,False,False
1640,1640,11476,B'1- SNR 5dB - #4,29.139648,True,True
1641,1641,11485,B'1- SNR 5dB - #4,55.352539,True,True
1642,1642,11495,B'1- SNR 5dB - #4,84.508301,True,True
1643,1643,11500,B'1- SNR 5dB - #4,99.01416,True,False
1644,1644,11509,B'1- SNR 5dB - #5,3.556641,False,True
1645,1645,11511,B'1- SNR 5dB - #5,8.305176,True,True
1646,1646,11524,B'1- SNR 5dB - #5,44.627441,True,True
1647,1647,11525,B'1- SNR 5dB - #5,47.382324,True,True
1648,1648,11541,B'1- SNR 5dB - #5,95.004395,True,False
1649,1649,11542,B'1- SNR 5dB - #5,97.604492,False,False
1650,1650,11561,B'1- SNR 5dB - #6,31.004883,True,False
1651,1651,11573,B'1- SNR 5dB - #6,66.521484,True,True
1652,1652,11574,B'1- SNR 5dB - #6,69.837891,True,True
1653,1653,11575,B'1- SNR 5dB - #6,72.121094,False,False
1654,1654,11583,B'1- SNR 5dB - #6,95.214844,True,True
1655,1655,11588,B'1- SNR 5dB - #6,109.953613,False,False
1656,1656,11593,B'1- SNR 5dB - #7,3.823242,True,True
1657,1657,11599,B'1- SNR 5dB - #7,20.121582,True,False
1658,1658,11606,B'1- SNR 5dB - #7,42.575684,True,False
1659,1659,11623,B'1- SNR 5dB - #7,91.504395,True,False
1660,1660,11629,B'1- SNR 5dB - #7,108.149902,True,True
1661,1661,11631,B'1- SNR 5dB - #7,113.253418,True,False
1662,1662,11638,B'1- SNR 5dB - #8,12.555664,True,True
1663,1663,11645,B'1- SNR 5dB - #8,31.866699,False,True
1664,1664,11647,B'1- SNR 5dB - #8,37.770508,True,True
1665,1665,11648,B'1- SNR 5dB - #8,41.254883,True,True
1666,1666,11657,B'1- SNR 5dB - #8,66.996582,True,True
1667,1667,11661,B'1- SNR 5dB - #8,76.883301,True,True
1668,1668,11690,B'1- SNR 5dB - #9,41.776367,True,True
1669,1669,11696,B'1- SNR 5dB - #9,57.416992,True,True
1670,1670,11698,B'1- SNR 5dB - #9,63.131836,True,True
1671,1671,11701,B'1- SNR 5dB - #9,72.288086,True,True
1672,1672,11707,B'1- SNR 5dB - #9,90.646484,True,True
1673,1673,11715,B'1- SNR 5dB - #9,113.840332,True,False
1674,1674,11727,B'1- SNR 5dB - #10,26.73877,True,True
1675,1675,11730,B'1- SNR 5dB - #10,35.103516,True,True
1676,1676,11731,B'1- SNR 5dB - #10,37.222168,True,False
1677,1677,11744,B'1- SNR 5dB - #10,77.209961,True,True
1678,1678,11748,B'1- SNR 5dB - #10,88.723145,False,True
1679,1679,11749,B'1- SNR 5dB - #10,91.048828,True,True
1680,1680,11763,B'1- SNR 5dB - #11,8.714844,True,True
1681,1681,11767,B'1- SNR 5dB - #11,19.994629,True,True
1682,1682,11779,B'1- SNR 5dB - #11,55.33252,True,True
1683,1683,11781,B'1- SNR 5dB - #11,61.185547,True,False
1684,1684,11782,B'1- SNR 5dB - #11,63.494141,True,True
1685,1685,11787,B'1- SNR 5dB - #11,79.476563,False,True
1686,1686,11807,B'1- SNR 5dB - #12,15.868164,False,True
1687,1687,11811,B'1- SNR 5dB - #12,27.176758,True,True
1688,1688,11812,B'1- SNR 5dB - #12,30.73291,True,False
1689,1689,11819,B'1- SNR 5dB - #12,53.08252,True,True
1690,1690,11835,B'1- SNR 5dB - #12,97.004883,True,False
1691,1691,11840,B'1- SNR 5dB - #12,109.890137,True,True
1692,1692,11847,B'1- SNR 5dB - #13,8.792969,True,True
1693,1693,11848,B'1- SNR 5dB - #13,11.815918,True,True
1694,1694,11858,B'1- SNR 5dB - #13,42.933105,False,False
1695,1695,11862,B'1- SNR 5dB - #13,54.747559,True,True
1696,1696,11868,B'1- SNR 5dB - #13,71.180176,True,True
1697,1697,11869,B'1- SNR 5dB - #13,73.412598,True,True
1698,1698,11893,B'1- SNR 5dB - #14,20.078125,True,True
1699,1699,11894,B'1- SNR 5dB - #14,22.664551,True,True
1700,1700,11897,B'1- SNR 5dB - #14,30.780762,True,True
1701,1701,11900,B'1- SNR 5dB - #14,39.760742,True,False
1702,1702,11920,B'1- SNR 5dB - #14,99.268066,True,True
1703,1703,11921,B'1- SNR 5dB - #14,102.498535,True,True
1704,1704,11943,B'1- SNR 5dB - #15,44.366211,False,True
1705,1705,11948,B'1- SNR 5dB - #15,58.851074,True,False
1706,1706,11956,B'1- SNR 5dB - #15,79.921875,True,True
1707,1707,11959,B'1- SNR 5dB - #15,90.290527,True,True
1708,1708,11962,B'1- SNR 5dB - #15,99.848145,False,True
1709,1709,11963,B'1- SNR 5dB - #15,102.648926,True,True
1710,1710,11977,B'1- SNR 5dB - #16,20.945313,True,True
1711,1711,11982,B'1- SNR 5dB - #16,34.56543,True,True
1712,1712,11996,B'1- SNR 5dB - #16,76.614258,True,True
1713,1713,12002,B'1- SNR 5dB - #16,94.385742,True,True
1714,1714,12007,B'1- SNR 5dB - #16,108.23584,True,True
1715,1715,12010,B'1- SNR 5dB - #16,115.503418,False,True
1716,1716,12014,B'1- SNR 5dB - #17,6.071777,True,True
1717,1717,12022,B'1- SNR 5dB - #17,29.459961,True,True
1718,1718,12031,B'1- SNR 5dB - #17,54.65918,True,True
1719,1719,12039,B'1- SNR 5dB - #17,78.805664,False,False
1720,1720,12050,B'1- SNR 5dB - #17,109.598633,False,True
1721,1721,12053,B'1- SNR 5dB - #17,119.0,True,True
1722,1722,12057,B'1- SNR 5dB - #18,10.719727,True,True
1723,1723,12064,B'1- SNR 5dB - #18,30.231934,False,True
1724,1724,12072,B'1- SNR 5dB - #18,52.188965,False,True
1725,1725,12073,B'1- SNR 5dB - #18,55.563965,True,True
1726,1726,12076,B'1- SNR 5dB - #18,64.003418,True,True
1727,1727,12088,B'1- SNR 5dB - #18,98.736328,True,True
1728,1728,12099,B'1- SNR 5dB - #19,10.319336,True,True
1729,1729,12100,B'1- SNR 5dB - #19,12.803223,True,True
1730,1730,12107,B'1- SNR 5dB - #19,33.855957,True,True
1731,1731,12115,B'1- SNR 5dB - #19,57.855469,False,True
1732,1732,12125,B'1- SNR 5dB - #19,87.224121,True,False
1733,1733,12126,B'1- SNR 5dB - #19,89.578613,True,True
1734,1734,12144,B'1- SNR 5dB - #20,18.563477,True,True
1735,1735,12145,B'1- SNR 5dB - #20,21.806152,True,True
1736,1736,12153,B'1- SNR 5dB - #20,46.0625,True,True
1737,1737,12159,B'1- SNR 5dB - #20,61.74707,True,True
1738,1738,12167,B'1- SNR 5dB - #20,85.519043,True,True
1739,1739,12168,B'1- SNR 5dB - #20,88.830566,False,True
1740,1740,12181,B'1- SNR 5dB - #21,4.01123,False,True
1741,1741,12195,B'1- SNR 5dB - #21,42.84375,True,True
1742,1742,12207,B'1- SNR 5dB - #21,77.252441,True,True
1743,1743,12210,B'1- SNR 5dB - #21,86.62793,False,True
1744,1744,12212,B'1- SNR 5dB - #21,92.881836,True,True
1745,1745,12221,B'1- SNR 5dB - #21,119.0,True,True
1746,1746,12224,B'1- SNR 5dB - #22,7.337402,True,False
1747,1747,12225,B'1- SNR 5dB - #22,10.029297,True,True
1748,1748,12232,B'1- SNR 5dB - #22,30.936523,True,True
1749,1749,12233,B'1- SNR 5dB - #22,34.300293,True,True
1750,1750,12254,B'1- SNR 5dB - #22,93.671875,True,False
1751,1751,12257,B'1- SNR 5dB - #22,102.125488,False,True
1752,1752,12269,B'1- SNR 5dB - #23,14.916504,True,False
1753,1753,12279,B'1- SNR 5dB - #23,43.397949,True,True
1754,1754,12280,B'1- SNR 5dB - #23,45.27832,True,True
1755,1755,12283,B'1- SNR 5dB - #23,53.84375,True,True
1756,1756,12291,B'1- SNR 5dB - #23,75.92627,True,False
1757,1757,12301,B'1- SNR 5dB - #23,106.910645,True,False
1758,1758,12316,B'1- SNR 5dB - #24,29.979004,True,True
1759,1759,12328,B'1- SNR 5dB - #24,63.438477,True,False
1760,1760,12336,B'1- SNR 5dB - #24,85.265137,True,True
1761,1761,12338,B'1- SNR 5dB - #24,90.712402,True,True
1762,1762,12340,B'1- SNR 5dB - #24,96.543945,False,False
1763,1763,12347,B'1- SNR 5dB - #24,119.0,True,True
1764,1764,12349,B'1- SNR 5dB - #25,3.533691,False,True
1765,1765,12352,B'1- SNR 5dB - #25,11.818359,True,True
1766,1766,12368,B'1- SNR 5dB - #25,56.473633,True,False
1767,1767,12369,B'1- SNR 5dB - #25,59.651855,True,True
1768,1768,12378,B'1- SNR 5dB - #25,86.236328,True,True
1769,1769,12385,B'1- SNR 5dB - #25,106.812012,True,True
1770,1770,12390,B'1- SNR 5dB - #26,1.0,True,True
1771,1771,12402,B'1- SNR 5dB - #26,34.765137,True,True
1772,1772,12409,B'1- SNR 5dB - #26,54.583984,True,True
1773,1773,12416,B'1- SNR 5dB - #26,74.749023,True,False
1774,1774,12418,B'1- SNR 5dB - #26,81.266113,True,True
1775,1775,12427,B'1- SNR 5dB - #26,107.125977,False,True
1776,1776,12433,B'1- SNR 5dB - #27,4.305176,True,True
1777,1777,12434,B'1- SNR 5dB - #27,7.549805,True,True
1778,1778,12439,B'1- SNR 5dB - #27,21.463379,True,True
1779,1779,12445,B'1- SNR 5dB - #27,38.654297,True,True
1780,1780,12449,B'1- SNR 5dB - #27,49.950195,True,True
1781,1781,12463,B'1- SNR 5dB - #27,90.137695,True,True
1782,1782,12477,B'1- SNR 5dB - #28,9.393066,True,True
1783,1783,12482,B'1- SNR 5dB - #28,23.697266,True,True
1784,1784,12488,B'1- SNR 5dB - #28,39.334961,True,True
1785,1785,12493,B'1- SNR 5dB - #28,55.345703,True,True
1786,1786,12499,B'1- SNR 5dB - #28,72.592285,True,True
1787,1787,12511,B'1- SNR 5dB - #28,107.194824,True,True
1788,1788,12516,B'1- SNR 5dB - #29,1.0,True,True
1789,1789,12517,B'1- SNR 5dB - #29,3.647949,True,True
1790,1790,12530,B'1- SNR 5dB - #29,40.658203,True,True
1791,1791,12545,B'1- SNR 5dB - #29,84.551758,False,False
1792,1792,12553,B'1- SNR 5dB - #29,107.498535,True,True
1793,1793,12557,B'1- SNR 5dB - #29,119.0,True,True
1794,1794,12558,B'1- SNR 5dB - #30,1.0,True,True
1795,1795,12566,B'1- SNR 5dB - #30,26.448242,True,False
1796,1796,12583,B'1- SNR 5dB - #30,73.318359,True,True
1797,1797,12585,B'1- SNR 5dB - #30,79.912598,True,False
1798,1798,12589,B'1- SNR 5dB - #30,90.25293,True,True
1799,1799,12596,B'1- SNR 5dB - #30,111.026855,True,True
1800,1800,12614,B'1- SNR 10dB - #1,40.035156,True,True
1801,1801,12619,B'1- SNR 10dB - #1,54.84082,True,True
1802,1802,12627,B'1- SNR 10dB - #1,76.865723,True,True
1803,1803,12632,B'1- SNR 10dB - #1,92.326172,True,True
1804,1804,12635,B'1- SNR 10dB - #1,100.916016,True,True
1805,1805,12637,B'1- SNR 10dB - #1,106.930664,True,True
1806,1806,12644,B'1- SNR 10dB - #2,6.914551,True,True
1807,1807,12655,B'1- SNR 10dB - #2,38.158691,True,True
1808,1808,12666,B'1- SNR 10dB - #2,70.047363,True,True
1809,1809,12676,B'1- SNR 10dB - #2,98.240234,True,True
1810,1810,12677,B'1- SNR 10dB - #2,100.755371,True,True
1811,1811,12678,B'1- SNR 10dB - #2,103.841309,True,True
1812,1812,12685,B'1- SNR 10dB - #3,3.995117,True,True
1813,1813,12694,B'1- SNR 10dB - #3,28.840332,True,True
1814,1814,12699,B'1- SNR 10dB - #3,41.881836,True,True
1815,1815,12706,B'1- SNR 10dB - #3,61.909668,True,True
1816,1816,12707,B'1- SNR 10dB - #3,65.135254,True,True
1817,1817,12709,B'1- SNR 10dB - #3,70.312012,True,True
1818,1818,12740,B'1- SNR 10dB - #4,42.387207,True,True
1819,1819,12742,B'1- SNR 10dB - #4,48.07666,True,True
1820,1820,12748,B'1- SNR 10dB - #4,64.70459,True,True
1821,1821,12749,B'1- SNR 10dB - #4,66.931152,True,True
1822,1822,12753,B'1- SNR 10dB - #4,78.019043,True,True
1823,1823,12755,B'1- SNR 10dB - #4,84.318359,True,True
1824,1824,12781,B'1- SNR 10dB - #5,40.674316,True,True
1825,1825,12783,B'1- SNR 10dB - #5,47.045898,True,True
1826,1826,12789,B'1- SNR 10dB - #5,63.402344,True,True
1827,1827,12796,B'1- SNR 10dB - #5,82.106934,True,True
1828,1828,12807,B'1- SNR 10dB - #5,112.635742,True,True
1829,1829,12809,B'1- SNR 10dB - #5,119.0,True,True
1830,1830,12829,B'1- SNR 10dB - #6,56.394043,True,True
1831,1831,12833,B'1- SNR 10dB - #6,67.584473,True,True
1832,1832,12836,B'1- SNR 10dB - #6,76.337891,True,True
1833,1833,12839,B'1- SNR 10dB - #6,86.797852,True,True
1834,1834,12843,B'1- SNR 10dB - #6,96.573242,True,True
1835,1835,12847,B'1- SNR 10dB - #6,107.240234,True,True
1836,1836,12854,B'1- SNR 10dB - #7,7.275391,True,True
1837,1837,12864,B'1- SNR 10dB - #7,35.331543,True,True
1838,1838,12868,B'1- SNR 10dB - #7,46.661621,True,True
1839,1839,12873,B'1- SNR 10dB - #7,61.708984,True,True
1840,1840,12877,B'1- SNR 10dB - #7,71.167969,True,True
1841,1841,12883,B'1- SNR 10dB - #7,89.23877,True,True
1842,1842,12894,B'1- SNR 10dB - #8,1.0,True,True
1843,1843,12902,B'1- SNR 10dB - #8,23.705566,True,True
1844,1844,12918,B'1- SNR 10dB - #8,65.774414,True,True
1845,1845,12919,B'1- SNR 10dB - #8,68.676758,True,True
1846,1846,12932,B'1- SNR 10dB - #8,109.001465,True,True
1847,1847,12934,B'1- SNR 10dB - #8,115.599609,True,True
1848,1848,12942,B'1- SNR 10dB - #9,18.347656,True,True
1849,1849,12950,B'1- SNR 10dB - #9,41.834473,True,True
1850,1850,12952,B'1- SNR 10dB - #9,48.028809,True,True
1851,1851,12954,B'1- SNR 10dB - #9,53.28418,True,True
1852,1852,12970,B'1- SNR 10dB - #9,100.061523,True,True
1853,1853,12975,B'1- SNR 10dB - #9,113.432617,True,True
1854,1854,12980,B'1- SNR 10dB - #10,6.802734,True,True
1855,1855,12981,B'1- SNR 10dB - #10,9.610352,True,True
1856,1856,12995,B'1- SNR 10dB - #10,51.325684,True,True
1857,1857,12999,B'1- SNR 10dB - #10,62.659668,True,True
1858,1858,13006,B'1- SNR 10dB - #10,82.097168,True,True
1859,1859,13007,B'1- SNR 10dB - #10,84.916016,True,True
1860,1860,13030,B'1- SNR 10dB - #11,28.930664,True,True
1861,1861,13042,B'1- SNR 10dB - #11,65.790527,True,True
1862,1862,13043,B'1- SNR 10dB - #11,68.944336,True,True
1863,1863,13049,B'1- SNR 10dB - #11,85.114258,True,True
1864,1864,13053,B'1- SNR 10dB - #11,96.534668,True,True
1865,1865,13061,B'1- SNR 10dB - #11,119.0,True,True
1866,1866,13063,B'1- SNR 10dB - #12,3.60498,True,True
1867,1867,13066,B'1- SNR 10dB - #12,12.126953,True,True
1868,1868,13073,B'1- SNR 10dB - #12,32.231445,True,True
1869,1869,13077,B'1- SNR 10dB - #12,44.337891,True,True
1870,1870,13078,B'1- SNR 10dB - #12,46.78418,True,True
1871,1871,13084,B'1- SNR 10dB - #12,65.338379,True,True
1872,1872,13107,B'1- SNR 10dB - #13,10.127441,True,True
1873,1873,13108,B'1- SNR 10dB - #13,12.519043,True,True
1874,1874,13111,B'1- SNR 10dB - #13,20.629395,True,True
1875,1875,13114,B'1- SNR 10dB - #13,30.35498,True,True
1876,1876,13139,B'1- SNR 10dB - #13,102.726563,True,True
1877,1877,13144,B'1- SNR 10dB - #13,115.505859,True,True
1878,1878,13159,B'1- SNR 10dB - #14,39.206543,True,True
1879,1879,13160,B'1- SNR 10dB - #14,41.796387,True,True
1880,1880,13161,B'1- SNR 10dB - #14,45.128906,True,True
1881,1881,13169,B'1- SNR 10dB - #14,68.3125,True,True
1882,1882,13173,B'1- SNR 10dB - #14,79.155273,True,True
1883,1883,13186,B'1- SNR 10dB - #14,116.810059,True,True
1884,1884,13192,B'1- SNR 10dB - #15,11.720703,True,True
1885,1885,13202,B'1- SNR 10dB - #15,40.270996,True,True
1886,1886,13218,B'1- SNR 10dB - #15,88.779297,True,True
1887,1887,13220,B'1- SNR 10dB - #15,94.59668,True,True
1888,1888,13222,B'1- SNR 10dB - #15,101.225586,True,True
1889,1889,13223,B'1- SNR 10dB - #15,103.938477,True,True
1890,1890,13245,B'1- SNR 10dB - #16,42.292969,True,True
1891,1891,13254,B'1- SNR 10dB - #16,68.842773,True,True
1892,1892,13259,B'1- SNR 10dB - #16,82.928711,True,True
1893,1893,13264,B'1- SNR 10dB - #16,96.750488,True,True
1894,1894,13265,B'1- SNR 10dB - #16,99.716797,True,True
1895,1895,13266,B'1- SNR 10dB - #16,103.285156,True,True
1896,1896,13282,B'1- SNR 10dB - #17,30.147461,True,True
1897,1897,13286,B'1- SNR 10dB - #17,40.589844,True,True
1898,1898,13287,B'1- SNR 10dB - #17,43.638672,True,True
1899,1899,13306,B'1- SNR 10dB - #17,98.033203,True,True
1900,1900,13308,B'1- SNR 10dB - #17,103.680176,True,True
1901,1901,13309,B'1- SNR 10dB - #17,105.861816,True,True
1902,1902,13314,B'1- SNR 10dB - #18,1.0,True,True
1903,1903,13320,B'1- SNR 10dB - #18,19.577148,True,True
1904,1904,13323,B'1- SNR 10dB - #18,28.025391,True,True
1905,1905,13333,B'1- SNR 10dB - #18,57.559082,True,True
1906,1906,13340,B'1- SNR 10dB - #18,75.334961,True,True
1907,1907,13346,B'1- SNR 10dB - #18,92.294922,True,True
1908,1908,13357,B'1- SNR 10dB - #19,3.855957,True,True
1909,1909,13360,B'1- SNR 10dB - #19,13.009277,True,True
1910,1910,13364,B'1- SNR 10dB - #19,24.302734,True,True
1911,1911,13369,B'1- SNR 10dB - #19,37.656738,True,True
1912,1912,13386,B'1- SNR 10dB - #19,88.623535,True,True
1913,1913,13394,B'1- SNR 10dB - #19,111.445801,True,True
1914,1914,13399,B'1- SNR 10dB - #20,4.497559,True,True
1915,1915,13401,B'1- SNR 10dB - #20,10.082031,True,True
1916,1916,13419,B'1- SNR 10dB - #20,61.680664,True,True
1917,1917,13426,B'1- SNR 10dB - #20,82.094727,True,True
1918,1918,13428,B'1- SNR 10dB - #20,87.993652,True,True
1919,1919,13434,B'1- SNR 10dB - #20,103.758789,True,True
1920,1920,13447,B'1- SNR 10dB - #21,19.509277,True,True
1921,1921,13448,B'1- SNR 10dB - #21,23.016602,True,True
1922,1922,13449,B'1- SNR 10dB - #21,25.696777,True,True
1923,1923,13455,B'1- SNR 10dB - #21,40.641113,True,True
1924,1924,13460,B'1- SNR 10dB - #21,55.844238,True,True
1925,1925,13474,B'1- SNR 10dB - #21,98.02002,True,True
1926,1926,13492,B'1- SNR 10dB - #22,29.402344,True,True
1927,1927,13501,B'1- SNR 10dB - #22,56.611328,True,True
1928,1928,13505,B'1- SNR 10dB - #22,67.697266,True,True
1929,1929,13510,B'1- SNR 10dB - #22,82.102051,True,True
1930,1930,13511,B'1- SNR 10dB - #22,84.526367,True,True
1931,1931,13517,B'1- SNR 10dB - #22,102.381836,True,True
1932,1932,13538,B'1- SNR 10dB - #23,39.493652,True,True
1933,1933,13539,B'1- SNR 10dB - #23,42.094727,True,True
1934,1934,13541,B'1- SNR 10dB - #23,48.031738,True,True
1935,1935,13544,B'1- SNR 10dB - #23,57.353027,True,True
1936,1936,13555,B'1- SNR 10dB - #23,89.395996,True,True
1937,1937,13560,B'1- SNR 10dB - #23,103.908691,True,True
1938,1938,13572,B'1- SNR 10dB - #24,18.115234,True,True
1939,1939,13577,B'1- SNR 10dB - #24,32.299316,True,True
1940,1940,13595,B'1- SNR 10dB - #24,83.422363,True,True
1941,1941,13603,B'1- SNR 10dB - #24,106.606445,True,True
1942,1942,13604,B'1- SNR 10dB - #24,110.014648,True,True
1943,1943,13605,B'1- SNR 10dB - #24,112.858887,True,True
1944,1944,13613,B'1- SNR 10dB - #25,15.616699,True,True
1945,1945,13614,B'1- SNR 10dB - #25,18.555664,True,True
1946,1946,13618,B'1- SNR 10dB - #25,30.18457,True,True
1947,1947,13620,B'1- SNR 10dB - #25,36.087891,True,True
1948,1948,13625,B'1- SNR 10dB - #25,49.843262,True,True
1949,1949,13628,B'1- SNR 10dB - #25,58.398438,True,True
1950,1950,13651,B'1- SNR 10dB - #26,3.413086,True,True
1951,1951,13666,B'1- SNR 10dB - #26,46.44873,True,True
1952,1952,13675,B'1- SNR 10dB - #26,74.114746,True,True
1953,1953,13686,B'1- SNR 10dB - #26,104.595215,True,True
1954,1954,13690,B'1- SNR 10dB - #26,116.22998,True,True
1955,1955,13691,B'1- SNR 10dB - #26,119.0,True,True
1956,1956,13697,B'1- SNR 10dB - #27,15.576172,True,True
1957,1957,13698,B'1- SNR 10dB - #27,18.751465,True,True
1958,1958,13699,B'1- SNR 10dB - #27,21.378906,True,True
1959,1959,13700,B'1- SNR 10dB - #27,24.550781,True,True
1960,1960,13719,B'1- SNR 10dB - #27,80.953125,True,True
1961,1961,13727,B'1- SNR 10dB - #27,102.352051,True,True
1962,1962,13745,B'1- SNR 10dB - #28,32.333496,True,True
1963,1963,13750,B'1- SNR 10dB - #28,47.128418,True,True
1964,1964,13755,B'1- SNR 10dB - #28,62.123047,True,True
1965,1965,13759,B'1- SNR 10dB - #28,72.331543,True,True
1966,1966,13762,B'1- SNR 10dB - #28,79.849121,True,True
1967,1967,13767,B'1- SNR 10dB - #28,95.083496,True,True
1968,1968,13777,B'1- SNR 10dB - #29,4.280762,True,True
1969,1969,13784,B'1- SNR 10dB - #29,24.188965,True,True
1970,1970,13797,B'1- SNR 10dB - #29,61.724121,True,True
1971,1971,13799,B'1- SNR 10dB - #29,66.844727,True,True
1972,1972,13807,B'1- SNR 10dB - #29,89.365234,True,True
1973,1973,13808,B'1- SNR 10dB - #29,92.202637,True,True
1974,1974,13818,B'1- SNR 10dB - #30,1.0,True,True
1975,1975,13821,B'1- SNR 10dB - #30,9.032227,True,True
1976,1976,13825,B'1- SNR 10dB - #30,20.65625,True,True
1977,1977,13845,B'1- SNR 10dB - #30,79.936035,True,True
1978,1978,13848,B'1- SNR 10dB - #30,88.652832,True,True
1979,1979,13859,B'1- SNR 10dB - #30,119.0,True,True
1980,1980,13867,B'1- SNR 15dB - #1,22.102539,True,True
1981,1981,13869,B'1- SNR 15dB - #1,27.642578,True,True
1982,1982,13873,B'1- SNR 15dB - #1,38.682617,True,True
1983,1983,13894,B'1- SNR 15dB - #1,98.641113,True,True
1984,1984,13896,B'1- SNR 15dB - #1,104.055176,True,True
1985,1985,13901,B'1- SNR 15dB - #1,119.0,True,True
1986,1986,13914,B'1- SNR 15dB - #2,32.869629,True,True
1987,1987,13915,B'1- SNR 15dB - #2,36.182129,True,True
1988,1988,13922,B'1- SNR 15dB - #2,57.875488,True,True
1989,1989,13927,B'1- SNR 15dB - #2,71.20166,True,True
1990,1990,13930,B'1- SNR 15dB - #2,79.95459,True,True
1991,1991,13942,B'1- SNR 15dB - #2,115.339355,True,True
1992,1992,13949,B'1- SNR 15dB - #3,15.879883,True,True
1993,1993,13959,B'1- SNR 15dB - #3,45.647461,True,True
1994,1994,13962,B'1- SNR 15dB - #3,54.249512,True,True
1995,1995,13970,B'1- SNR 15dB - #3,76.5625,True,True
1996,1996,13975,B'1- SNR 15dB - #3,91.368164,True,True
1997,1997,13985,B'1- SNR 15dB - #3,119.0,True,True
1998,1998,14004,B'1- SNR 15dB - #4,51.005371,True,True
1999,1999,14008,B'1- SNR 15dB - #4,62.870605,True,True
